Kingdom,Phylum,Class,Order,Family,Genus,Species,species,Size_inf2,Size_2-5,Size_5-10,Size_10-50,Size_50-100,Size_100-200,Size_sup200,SSDF,SDF,ASF,PSF,Grazer,Pred,Scav,Parasitic,Microphagous,Macrophagous,Infaunal,Epibenthic,Tube_dweller,Burrower,Crawler,Swimmer,Attached,Mob_0,Mob_inf10,Mob_10-100,Mob_100-1000,Bioturb_N,Bioturb_S,Bioturb_B,Bioturb_UC,Bioturb_DC,Bioturb_R,Hermaphrodite,Gonochoric,Dev_asex,Dev_direct,Dev_plankto ,Dev_lecitho,Iteroparous,Semelparous,Short_life_span,Medium_life_span,Long_life_span
Animalia,Annelida,Polychaeta,Spionida,Spionidae,Aonides,Aonides paucibranchiata,Aonides paucibranchiata,0,0,0,4,0,0,0,0,2,0,2,0,0,0,0,4,0,4,0,4,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,4,0,0,0,4,4,0,,,
Animalia,Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice bahusiensis,Laonice bahusiensis,0,0,0,0,4,0,0,0,2,0,2,0,0,0,0,4,0,4,0,4,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,4,0,0,4,0,4,0,4,0,0
Animalia,Annelida,Polychaeta,Spionida,Spionidae,Malacoceros,Malacoceros fuliginosus,Malacoceros fuliginosus,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,4,0,1,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,4,0,0,4,0,4,0,4,0,0
Animalia,Annelida,Polychaeta,Spionida,Spionidae,Malacoceros,Malacoceros girardi,Malacoceros girardi,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,4,0,1,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,4,0,0,4,0,4,0,4,0,0
Animalia,Annelida,Polychaeta,Spionida,Spionidae,Malacoceros,NA,Malacoceros spp.,0,0,0,3,2,3,0,0,4,0,0,0,0,0,0,4,0,4,0,1,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,4,0,0,4,0,4,0,4,0,0
Animalia,Annelida,Polychaeta,Spionida,Spionidae,Microspio,NA,Microspio spp.,0,0,0,4,0,0,0,0,2,0,2,0,0,0,0,4,0,4,0,4,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,4,0,0,4,0,4,0,,,
Animalia,Annelida,Polychaeta,Spionida,Spionidae,Polydora,NA,Polydora spp.,0,0,0,3,2,0,0,0,2,0,2,0,0,0,0,4,0,4,0,4,0,0,0,0,3,1,0,0,0,0,0,2,2,0,1,3,0,1,3,0,4,0,4,0,0
Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,NA,Prionospio spp.,0,0,0,4,0,0,0,0,3,1,3,0,0,0,0,4,0,4,0,4,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,4,0,0,4,0,3,1,4,0,0
Animalia,Annelida,Polychaeta,Spionida,Spionidae,Pygospio,Pygospio elegans,Pygospio elegans,0,0,3,2,0,0,0,0,2,0,2,0,0,0,0,4,0,4,0,4,0,0,0,0,3,1,0,0,0,0,0,2,2,0,0,4,2,2,2,2,4,0,4,0,0
Animalia,Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,NA,Scolelepis spp.,0,0,0,2,3,3,0,0,2,0,2,0,0,0,0,4,0,4,0,2,2,0,0,0,1,3,0,0,0,0,0,2,2,0,0,4,0,0,4,0,4,0,4,0,0
Animalia,Annelida,Polychaeta,Spionida,Spionidae,Spio,NA,Spio spp.,0,0,0,4,0,0,0,0,2,0,2,0,0,0,0,4,0,4,0,4,0,0,0,0,3,1,0,0,0,0,0,2,2,0,0,4,0,1,3,0,3,1,4,0,0
Animalia,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes,Spiophanes bombyx,Spiophanes bombyx,0,0,0,0,4,0,0,0,2,0,2,0,0,0,0,4,0,4,0,4,0,0,0,0,3,1,0,0,0,0,0,2,2,0,0,4,0,0,4,0,4,0,4,0,0
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,Ampharete,NA,Ampharete spp.,0,0,1,3,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,3,1,0,0,0,0,0,2,2,0,0,4,0,4,0,0,2,2,4,0,0
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,Amphicteis,Amphicteis gunneri,Amphicteis gunneri,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,4,0,4,0,0,4,0,,,
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,Melinna,Melinna palmata,Melinna palmata,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,3,1,0,0,0,0,0,2,2,0,0,4,0,0,0,4,4,0,1,3,0
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,Aphelochaeta marioni,Aphelochaeta cf. marioni,0,0,0,0,4,0,0,2,3,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,3,1,0,0,0,4,0,0,0,0,0,4,0,4,0,0,4,0,0,4,0
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,NA,Aphelochaeta spp.,0,0,0,0,4,0,0,2,3,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,3,1,0,0,0,4,0,0,0,0,0,4,0,4,0,0,4,0,0,4,0
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Caulleriella,Caulleriella alata,Caulleriella alata,0,0,3,1,0,0,0,2,3,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,3,1,0,0,0,4,0,0,0,0,0,4,0,4,0,0,4,0,0,4,0
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Caulleriella,Caulleriella bioculata,Caulleriella bioculata,0,0,0,4,0,0,0,2,3,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,3,1,0,0,0,4,0,0,0,0,0,4,0,4,0,0,4,0,0,4,0
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Caulleriella,NA,Caulleriella spp.,0,0,2,2,0,0,0,2,3,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,3,1,0,0,0,4,0,0,0,0,0,4,0,4,0,0,4,0,0,4,0
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,Chaetozone gibber,Chaetozone gibber,0,0,0,4,0,0,0,2,3,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,2,2,0,0,0,4,0,0,0,0,0,4,0,2,0,2,4,0,4,0,0
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,Chaetozone zetlandica,Chaetozone zetlandica,0,0,0,4,0,0,0,2,3,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,2,2,0,0,0,4,0,0,0,0,0,4,0,2,0,2,4,0,4,0,0
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,NA,Chaetozone spp.,0,0,1,3,0,0,0,2,3,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,2,2,0,0,0,4,0,0,0,0,0,4,0,2,0,2,4,0,4,0,0
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Cirratulus,Cirratulus cirratus,Cirratulus cirratus,0,0,0,0,4,0,0,2,3,0,0,0,0,0,0,4,0,2,2,0,4,0,0,0,3,1,0,0,0,4,0,0,0,0,0,4,2,0,0,2,4,0,0,4,0
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Cirriformia,Cirriformia tentaculata,Cirriformia tentaculata,0,0,0,0,0,4,0,2,3,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,3,1,0,0,0,4,0,0,0,0,0,4,0,2,0,2,4,0,0,4,0
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Kirkegaardia,NA,Kirkegaardia spp.,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,3,1,0,0,0,4,0,0,0,0,0,4,0,2,0,2,4,0,,,
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,NA,NA,Cirratulidae spp.,0,0,1,3,2,2,0,2,3,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,3,1,0,0,0,4,0,0,0,0,1,3,2,3,0,3,3,1,2,2,0
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Protocirrineris,Protocirrineris chrysoderma,Protocirrineris chrysoderma,0,0,0,4,0,0,0,2,3,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,3,1,0,0,0,4,0,0,0,0,0,4,2,2,0,2,4,0,0,4,0
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,Diplocirrus,Diplocirrus glaucus,Diplocirrus glaucus,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,2,2,0,2,2,0,0,3,1,0,0,0,0,0,4,0,0,0,4,0,2,0,2,4,0,,,
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,Flabelligera,Flabelligera affinis,Flabelligera affinis,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,3,1,0,2,2,0,0,3,1,0,0,0,0,0,4,0,0,0,4,0,0,0,4,4,0,,,
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,Pherusa,Pherusa monilifera,Pherusa monilifera,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,3,1,0,4,0,0,0,3,1,0,0,0,0,0,4,0,0,0,4,0,0,0,4,4,0,,,
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,Pherusa,Pherusa plumosa,Pherusa plumosa,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,3,1,0,4,0,0,0,3,1,0,0,0,0,0,4,0,0,0,4,0,0,0,4,4,0,,,
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,Piromis,Piromis eruca,Piromis eruca,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,3,1,0,2,2,0,0,3,1,0,0,0,0,0,4,0,0,0,4,0,0,0,4,4,0,,,
Animalia,Annelida,Polychaeta,Terebellida,Pectinariidae,Amphictene,Amphictene auricoma,Amphictene auricoma,0,0,0,4,0,0,0,3,1,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,4,0,4,0,4,0,0
Animalia,Annelida,Polychaeta,Terebellida,Pectinariidae,Lagis,Lagis koreni,Lagis koreni,0,0,0,4,0,0,0,3,1,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,1,3,0,0,4,0,0,4,4,0,0
Animalia,Annelida,Polychaeta,Terebellida,Pectinariidae,Petta,Petta pusilla,Petta pusilla,0,0,3,1,0,0,0,3,1,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,4,0,4,0,4,0,0
Animalia,Annelida,Polychaeta,Terebellida,Sternaspidae,Sternaspis,Sternaspis scutata,Sternaspis scutata,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,3,1,0,0,0,0,4,0,0,0,0,4,0,0,0,4,4,0,0,4,0
Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Amphitrite,NA,Amphitrite spp.,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,3,1,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,0,,,
Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Amphitritides,Amphitritides gracilis,Amphitritides gracilis,0,0,0,0,0,4,0,3,2,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,3,1,0,0,0,0,0,0,4,0,0,4,,,,,,,,,
Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Eupolymnia,Eupolymnia nebulosa,Eupolymnia nebulosa,0,0,0,0,0,4,0,3,1,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,0,0,4,0
Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Lanice,Lanice conchilega,Lanice conchilega,0,0,0,0,0,0,4,0,2,0,2,0,0,0,0,4,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,4,0,0,4,0
Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Neoamphitrite,Neoamphitrite affinis,Neoamphitrite affinis,0,0,0,0,3,1,0,0,4,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,3,1,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,0,,,
Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Neoamphitrite,Neoamphitrite figulus,Neoamphitrite figulus,0,0,0,0,0,3,2,0,4,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,3,1,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,0,,,
Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Nicolea,Nicolea venustula,Nicolea venustula,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,3,1,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,4,,,
Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Parathelepus,Parathelepus collaris,Parathelepus collaris,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,3,1,0,0,0,0,0,0,4,0,0,4,0,0,0,4,,,,,
Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,NA,Pista spp.,0,0,0,0,3,2,0,0,4,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,3,1,0,0,0,0,0,0,4,0,0,4,,,,,,,,,
Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,NA,Polycirrus spp.,0,0,0,2,3,0,0,3,2,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,3,1,0,0,0,0,0,0,4,0,0,4,0,0,0,4,,,,,
Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Streblosoma,Streblosoma bairdi,Streblosoma bairdi,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,3,1,0,0,0,0,0,0,4,0,0,4,,,,,,,,,
Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Thelepus,NA,Thelepus spp.,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,3,1,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,0,4,0,0
Animalia,Annelida,Polychaeta,Terebellida,Trichobranchidae,Terebellides,NA,Terebellides spp.,0,0,0,0,4,0,0,3,2,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,3,1,0,0,0,0,0,0,4,0,0,4,0,4,0,0,4,0,0,4,0
Animalia,Annelida,Polychaeta,Terebellida,Trichobranchidae,Trichobranchus,Trichobranchus glacialis,Trichobranchus glacialis,0,0,0,4,0,0,0,3,1,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,3,1,0,0,0,0,0,0,4,0,0,4,0,4,0,0,4,0,,,
